titulo,preco,preco_antigo,avaliacao,loja,frete,desconto_pct,link,tem_desconto,frete_gratis,faixa_preco,score
Smartphone Motorola Moto G05 256gb 4gb Ram Camera 50mp Vermelho,699,1199.0,4.9,Motorola,Chegará grátis amanhã,42,https://www.mercadolivre.com.br/smartphone-motorola-moto-g05-256gb-4gb-ram-camera-50mp-vermelho/p/MLB58493174#polycard_client=search-desktop&search_layout=grid&position=29&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5774641722&sid=search,1,1,500-1k,25.05
iPhone 16e (128 GB) - Preto - Distribuidor Autorizado,3699,5799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/iphone-16e-128-gb-preto-distribuidor-autorizado/p/MLB1046215784#polycard_client=search-desktop&search_layout=grid&position=30&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB3986439067&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Neo 5G - 256GB 24GB (12GB RAM + 12GB Ram Boost) 50MP Sony Camera Moto AI e tela 1.5K Super HD - Latte,1799,3799.0,4.9,Motorola,Chegará grátis amanhã,53,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-neo-5g-256gb-24gb-12gb-ram-12gb-ram-boost-50mp-sony-camera-moto-ai-e-tela-15k-super-hd-latte/p/MLB58684606#polycard_client=search-desktop&search_layout=grid&position=31&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4265763257&sid=search,1,1,1k-2k,28.349999999999998
"Samsung Galaxy S25 5G, 256GB, 12GB, Câmera Tripla - Azul claro",3898,5999.0,4.9,Samsung,Chegará grátis amanhã,35,https://www.mercadolivre.com.br/samsung-galaxy-s25-5g-256gb-12gb-cmera-tripla-azul-claro/p/MLB45513356#polycard_client=search-desktop&search_layout=grid&position=32&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5264376996&sid=search,1,1,2k-5k,22.95
"Smartphone Motorola Moto G86 5g - 256gb 24gb (8gb Ram+16gb Ram Boost) Tela 1.5k Poled, 50mp Sony Camera Ois Moto Ai, Videos Em 4k, Ip68 + Ip69 - Vermelho",1792,2399.0,4.9,Motorola,Chegará grátis amanhã,25,https://www.mercadolivre.com.br/smartphone-motorola-moto-g86-5g-256gb-24gb-8gb-ram16gb-ram-boost-tela-15k-poled-50mp-sony-camera-ois-moto-ai-videos-em-4k-ip68-ip69-vermelho/p/MLB51340616#polycard_client=search-desktop&search_layout=grid&position=33&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5462013472&sid=search,1,1,1k-2k,19.95
"Smartphone Infinix Note 50X 5G 8GB RAM 256GB De Armazenamento Tela 6,78"" Polegadas HD+ 120HZ Câmera 50MP + Selfie 8MP Bateria 5200mah NFC, DTS Áudio - Cor Cinza",1349,2267.0,4.8,123 Comprou,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-infinix-note-50x-5g-8gb-ram-256gb-de-armazenamento-tela-678-polegadas-hd-120hz-cmera-50mp-selfie-8mp-bateria-5200mah-nfc-dts-audio-cor-cinza/p/MLB61656785#polycard_client=search-desktop&search_layout=grid&position=34&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5957442486&sid=search,1,1,1k-2k,24.4
Smartphone Motorola Edge 60 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Azul Marinho,2099,2799.0,4.9,Motorola,Não informado,25,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-azul-marinho/p/MLB48930800#polycard_client=search-desktop&search_layout=grid&position=35&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5363845340&sid=search,1,0,2k-5k,9.95
Smartphone Motorola Moto G35 5g 256gb 12gb Ram Boost Coral,945,2000.0,4.8,Desconhecida,Não informado,53,https://www.mercadolivre.com.br/smartphone-motorola-moto-g35-5g-256gb-12gb-ram-boost-coral/p/MLB63092926#polycard_client=search-desktop&search_layout=grid&position=36&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6228408744&sid=search,1,0,500-1k,18.299999999999997
Smartphone Motorola Moto G56 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) Camera 50mp Sony Lytia 600 Ultrarresistencia Militar e Ip68 + Ip69 - Cinza,1598,1999.0,4.9,Motorola,Chegará grátis amanhã,20,https://www.mercadolivre.com.br/smartphone-motorola-moto-g56-5g-256gb-16gb-8gb-ram8gb-ram-boost-camera-50mp-sony-lytia-600-ultrarresistencia-militar-e-ip68-ip69-cinza/p/MLB50301060#polycard_client=search-desktop&search_layout=grid&position=37&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5402372302&sid=search,1,1,1k-2k,18.45
Apple iPhone 16 (256 GB) - Preto - Distribuidor Autorizado,5205,9538.0,4.9,Apple,Chegará grátis amanhã,45,https://www.mercadolivre.com.br/apple-iphone-16-256-gb-preto-distribuidor-autorizado/p/MLB1040287796#polycard_client=search-desktop&search_layout=grid&position=38&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB3931272075&sid=search,1,1,5k-10k,25.95
"Smartphone OPPO A6t 128gb, 12gb Ram (4gb + 8gb Virtual Ram), Bateria Gigante de 6500mAh, Processador Snapdragon, Tela 120Hz, AI Câmera, IP64 - Violeta",899,1299.0,4.9,Oppo,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-oppo-a6t-128gb-12gb-ram-4gb-8gb-virtual-ram-bateria-gigante-de-6500mah-processador-snapdragon-tela-120hz-ai-cmera-ip64-violeta/p/MLB66130734#polycard_client=search-desktop&search_layout=grid&position=39&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4573343865&sid=search,1,1,500-1k,21.75
"Smartphone Xiaomi Redmi 15 8gb 256gb Tela 6,9 144hz, Bateria 7.000 Mah, 50 Mp Preto",1390,1390.0,4.8,Desconhecida,Chegará grátis amanhã,0,https://www.mercadolivre.com.br/smartphone-xiaomi-redmi-15-8gb-256gb-tela-69-144hz-bateria-7000-mah-50-mp-preto/p/MLB61511995#polycard_client=search-desktop&search_layout=grid&position=40&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4390450235&sid=search,0,1,1k-2k,12.4
Celular Samsung Galaxy A56 5g 128gb 8gb Ram Rosa,1998,3299.0,4.9,Samsung,Chegará grátis amanhã,39,https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-128gb-8gb-ram-rosa/p/MLB47106876#polycard_client=search-desktop&search_layout=grid&position=41&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4561879339&sid=search,1,1,1k-2k,24.15
Apple iPhone 15 (128 GB) - Azul - Distribuidor Autorizado,4499,7209.0,4.9,Apple,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/apple-iphone-15-128-gb-azul-distribuidor-autorizado/p/MLB1027172667#polycard_client=search-desktop&search_layout=grid&position=42&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4408547152&sid=search,1,1,2k-5k,23.85
iPhone 17 Pro 256GB - Azul-profundo - Distribuidor Autorizado,9899,11499.0,4.9,Apple,Chegará grátis amanhã,14,https://www.mercadolivre.com.br/iphone-17-pro-256gb-azul-profundo-distribuidor-autorizado/p/MLB1055308781#polycard_client=search-desktop&search_layout=grid&position=43&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5687335472&sid=search,1,1,5k-10k,16.65
iPhone 17 256 GB - Sálvia - Distribuidor Autorizado,6297,7999.0,4.9,Apple,Chegará grátis amanhã,21,https://www.mercadolivre.com.br/iphone-17-256gb-salvia-distribuidor-autorizado/p/MLB1055308843#polycard_client=search-desktop&search_layout=grid&position=44&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6545162768&sid=search,1,1,5k-10k,18.75
Apple iPhone 16 (128 GB) - Preto - Distribuidor Autorizado,4986,7799.0,4.9,Apple,Chegará grátis amanhã,36,https://www.mercadolivre.com.br/apple-iphone-16-128-gb-preto-distribuidor-autorizado/p/MLB1040287808#polycard_client=search-desktop&search_layout=grid&position=45&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5120546360&sid=search,1,1,2k-5k,23.25
Smartphone Motorola Edge 60 Pro 5g - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Quad-curve Moto Ai 50mp Sony Camera Ultrarresistencia Militar Ip68 + Ip69 - Cinza,3059,5499.0,4.9,Motorola,Chegará grátis amanhã,44,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-pro-5g-512gb-24gb-12gb-ram12gb-ram-boost-tela-quad-curve-moto-ai-50mp-sony-camera-ultrarresistencia-militar-ip68-ip69-cinza/p/MLB48998798#polycard_client=search-desktop&search_layout=grid&position=46&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5389690592&sid=search,1,1,2k-5k,25.65
"Tcl Smartphone 605 4g, Octa Core, 128gb 12gb Ram (4+8), 6.7 Hd+ 90hz, Nfc, Dual Sim, 50mp",649,799.0,4.7,Mercado Livre,Chegará grátis amanhã,19,https://www.mercadolivre.com.br/tcl-smartphone-605-4g-octa-core-128gb-12gb-ram-48-67-hd-90hz-nfc-dual-sim-50mp/p/MLB53155051#polycard_client=search-desktop&search_layout=grid&position=47&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6161225994&sid=search,1,1,500-1k,18.05
Apple iPhone 15 (256 GB) - Preto - Distribuidor Autorizado,4751,8095.0,4.9,Apple,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/apple-iphone-15-256-gb-preto-distribuidor-autorizado/p/MLB1027172669#polycard_client=search-desktop&search_layout=grid&position=48&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB3621184765&sid=search,1,1,2k-5k,24.75
Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,1939,3299.0,4.9,Motorola,Chegará grátis amanhã,41,https://www.mercadolivre.com.br/smartphone-motorola-edge-60-fusion-5g-256gb-16gb-8gb-ram8gb-ram-boost-50mp-sony-ai-camera-ip68-nfc-rosa/p/MLB47251829#polycard_client=search-desktop&search_layout=grid&position=49&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4027318137&sid=search,1,1,1k-2k,24.75
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://www.mercadolivre.com.br/smartphone-motorola-moto-g15-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-verde/p/MLB44665542#polycard_client=search-desktop&search_layout=grid&position=50&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
iPhone 17 Pro 512GB - Azul-profundo - Distribuidor Autorizado,11699,12999.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17-pro-512gb-azul-profundo-distribuidor-autorizado/p/MLB1055308802#polycard_client=search-desktop&search_layout=grid&position=51&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4200188179&sid=search,1,1,10k+,15.45
"Smartphone Motorola Signature 5g - 512gb 24gb (12gb Ram + 12gb Ram Boost), 3 Cameras 50mp Sony Lytia E Zoom 100x, Tela 1.5k Extreme Amoled 165hz - Preto",7649,8999.0,4.8,Motorola,Chegará grátis amanhã,15,https://www.mercadolivre.com.br/smartphone-motorola-signature-5g-512gb-24gb-12gb-ram-12gb-ram-boost-3-cameras-50mp-sony-lytia-e-zoom-100x-tela-15k-extreme-amoled-165hz-preto/p/MLB65938141#polycard_client=search-desktop&search_layout=grid&position=52&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6373850588&sid=search,1,1,5k-10k,16.9
"Smartphone Motorola Moto G17 4g - 256gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Rosa",1078,1749.0,4.9,Motorola,Chegará grátis amanhã,38,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-256gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-rosa/p/MLB65041664#polycard_client=search-desktop&search_layout=grid&position=53&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4510840013&sid=search,1,1,1k-2k,23.85
Smartphone Oppo A6 Pro 256gb 8gb Ram 5g Ip69 Azul Espacial,2999,3199.0,4.9,Oppo,Chegará grátis amanhã,6,https://www.mercadolivre.com.br/smartphone-oppo-a6-pro-256gb-8gb-ram-5g-ip69-azul-espacial/p/MLB66177449#polycard_client=search-desktop&search_layout=grid&position=54&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4536941689&sid=search,1,1,2k-5k,14.25
iPhone 17e 256GB Preto - Distribuidor Autorizado,5219,5799.0,4.9,Apple,Chegará grátis amanhã,10,https://www.mercadolivre.com.br/iphone-17e-256gb-preto-distribuidor-autorizado/p/MLB1066130044#polycard_client=search-desktop&search_layout=grid&position=55&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6402322328&sid=search,1,1,5k-10k,15.45
Smartphone Samsung Galaxy A56 5g 6.7 Pol Octa-core 256gb 8gb,1998,3699.0,4.9,Samsung,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/smartphone-samsung-galaxy-a56-5g-67-pol-octa-core-256gb-8gb/p/MLB65302568#polycard_client=search-desktop&search_layout=grid&position=56&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB4609819131&sid=search,1,1,1k-2k,26.25
"Smartphone Motorola Moto G17 4g - 128gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Azul",899,1299.0,4.9,Motorola,Chegará grátis amanhã,31,https://www.mercadolivre.com.br/smartphone-motorola-moto-g17-4g-128gb-12gb-4gb-ram-8gb-ram-boost-camera-50mp-sony-lytia-600-tela-fhd-60hz-bateria-5200-mah-azul/p/MLB65041642#polycard_client=search-desktop&search_layout=grid&position=57&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB6420215012&sid=search,1,1,500-1k,21.75
"Smartphone Infinix Smart 10 4GB RAM 256GB SSD Câmera 8MP + IA, Tela 6.67 HD+ 120Hz, Bateria 5000mAh, Processador T7250, Android 15 Go, Dual Chip - Preto",670,1458.0,4.8,123 Comprou,Chegará grátis amanhã,54,https://www.mercadolivre.com.br/smartphone-infinix-smart-10-4gb-ram-256gb-ssd-cmera-8mp-ia-tela-667-hd-120hz-bateria-5000mah-processador-t7250-android-15-go-dual-chip-preto/p/MLB56327005#polycard_client=search-desktop&search_layout=grid&position=58&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5751262142&sid=search,1,1,500-1k,28.599999999999998
Kit Samsung: Celular Galaxy A17 256gb 8gb Ram 50mp 6.7 Nfc Ip54 Preto + Galaxy Buds Core Branco,1431,1698.0,4.9,Samsung,Frete grátis,16,https://www.mercadolivre.com.br/kit-samsung-celular-galaxy-a17-256gb-8gb-ram-50mp-67-nfc-ip54-preto--galaxy-buds-core-branco/up/MLBU3605578150#polycard_client=search-desktop&search_layout=grid&position=59&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5957929002&sid=search,1,1,1k-2k,17.25
Smartphone OPPO A5 256GB 6GB RAM Branco,1169,1499.0,4.8,Oppo,Chegará grátis amanhã,22,https://www.mercadolivre.com.br/smartphone-oppo-a5-256gb-6gb-ram-branco/p/MLB51680761#polycard_client=search-desktop&search_layout=grid&position=60&type=product&tracking_id=7c8f33e7-2233-422e-a3f7-156ae55698f3&wid=MLB5745515116&sid=search,1,1,1k-2k,19.0
"Smartphone Motorola Moto G17 4g - 256gb 12gb (4gb Ram + 8gb Ram Boost) Camera 50mp Sony Lytia 600, Tela Fhd+ 60hz, Bateria 5200 Mah - Rosa",1078,1749.0,4.9,Motorola,Chegará grátis amanhã,38,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ThTu5nGKl%2BZigA37V2GzRO6FcvjdNs27X1tp6rovfE3AP6cZBLUhFDHa%2BG64VwZCqtv6zc0iR%2Fcris4pa2nGJVceA9bXeZSRxJPEoCwBIWXzSw6GMN8Qeut9bdYDY4GWH7S9dqeUFfIYoiTo%2BVWz4ppiG%2BoiTnMN9646K1FSpTZsh0CHE%2BO10JZYDO22KYWcHgjxnSHGBEQLtIj850TDhrRQAt%2B1W4O70dQGNe61rFny9bEx0nyfH0mhnFLBebMfnWEK32UG0KjiUPEvPrfic14tOCl4VEWpT%2B9Od%2B20ZmuZU0isHUZpzGpCld8mGr9XkLKBSGkN65uWxepG4nVxktJgKhJUH3Voioi4Snnn1yMePrKDVvHChsoIcZ3FC7DYFYY3NuzQlMh8TuslcK9EauxlDHlafMyDfY7Lg7Y92mZdPvUWLnlyj%2FCGXdFSLpKPTQ5JKyUlx2AWucUNJCY2VvrblvHDiFq14n%2B0HCG%2F0lDZSPBI1RGa4YIFERMI6bC0dCjxXqj7NgNruWCLmKtdSoBqBSUXH070R5VR0Wgi6qnLqnAgreqLBn3a0O86NHqeOcGe5%2BxqPXVdqFdQhyfopkG%2BUDtKG3P2A38pqy9vCpt4J7d%2BNFT2yDHkbUOnvncaD%2FOdj76LY3EwhApYNrTRJyXLqFnT%2BVvOXCH%2FTsf9xqPdKQ6gf0kQkxf073z2nLmSECwhZbmGCMOgvVKrsiiAymaD6SI6LRsynEM3FM7fF8TlhOokhHeUeJs2WX8UmNoxabc1OHfOTh0Zmm9b1jk21b4RVEqzfR8kdba8QIH13qN4ULnRC5EodviaVvLc702yOcIhtTbylvLtqlJUowNdGYAg54uxwrtXV7EdQSGHcQuxgS59MJ4U4xfQM%2FruwgPKuR5O0yNNcslPJc7Rul8jkiABDMfR0%2FdmZQ3mb4oTfRclIGrs1lQrJfodMCmZ%2B%2B66bqylRvwlzPY6KhaOhUvlXJ6x%2FqEmlfFZErnwVqrFsGRAeBSD%2FOKGtVESokPcSqvjAjjZY1bvKb0vk5xba44tWgm1oA%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB65041664&backend_model=search-backend&search_layout=grid&position=1&type=pad&tracking_id=189b095f-017b-4f7b-a5e7-8ff0a540fbf7&wid=MLB4510840013&sid=search,1,1,1k-2k,23.85
Smartphone Motorola Moto G06 - 256gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 - Bege,723,1349.0,4.9,Motorola,Chegará grátis amanhã,46,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ciusc%2B3KVik%2FGs2UTx%2F2MtLbvVdgeFc5obpxz2gGstedMnIYYhEUGIW%2BGsfN3DJe1H6I72WVod%2FqIlacX2r8z%2F7RwzBtn20IPEbiG93gsD%2BjnXT54iHOVD6elq60apcY3emm1CuFBsCjogO%2Bk%2B7Ly0WmStaUQWmDxy8Q9xN2ZfUJr191XUtQjW9pkcXjI4t702CUffPtsL2DYv12vSTEddOBwx04U9NceHVIqIrCAjtXw98XSFni7XcbXoUmS3SHzsGYj7vR5MTrxnDa5VanWMSDluBIRKG8i9loiRVcOexnQzxIxd%2F7L9suJw8yy2EW%2F5tnxcDot8J7n4%2FWDJaLjnLO178jaU7ReZa1Mv040X71rohkXohWZLnihDN2KsJKFmrrCW%2FeUMKnARtiRMOpPLUEuOzcza7Irol1p8Qqlcz%2FR2QEm6GPPNvZKiPX3SkmYe9OxJnl9sqcVpufLFUCWlRp4PWSAFlns1J%2BpYbTNtyNx4dYJeFISJ3acoZNKSaVe%2Bg9OrAjPFv3om5TiSuxqGIfQ3auzuxgmvilqQxgUl3jYFOCrpxCj%2Bj11a35FVYg0OxpyDOIdwjSj5cnGEF%2Bxm2DuIgv3hJ76QtyovekdrmMSnmu3KeEShQuTlGZAcQ%2BgjPuiYYu1uAqerHQcdD%2BEU868XVlpGKYj1LZu3gBHbxWtdRBsSX5vqF5OorJ1EtnwjWsjnCZRMvtOicrpRgTPotoYf3fVr2upJPVMWFUFlBA9ncu0KQ51TWIf3G9h3S88I0hpR9BV3gNpNRrZW0cuxOpxLOLUUFHKmnYgphG%2BuagKAQiSVm74xA2fZ8rJcqeFkUBw0tfM9Bjip07oJOmepG3tmhPb6xjy%2F3zrhWk3xLTli14C7e4XFGKgbHsdADywWYyLgztuy6raqUl8whw42P%2Fgj6iYXYy8SOlLGMB43sLdWODZng%2Bi7CVHVy%2B7s7tbx4nPIacvr04FPeA%2BHHBPpX572pTfXY21zMDm7%2FsK5%2BZkEDk9xKMCx977QrLSS71hRqXf3DEfQ%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB55762063&backend_model=search-backend&search_layout=grid&position=2&type=pad&tracking_id=189b095f-017b-4f7b-a5e7-8ff0a540fbf7&wid=MLB5765125576&sid=search,1,1,500-1k,26.25
Smartphone Motorola Moto G15 256gb 12gb 4GB RAM 8GB RAM Boost Camera 50mp Verde,899,1499.0,4.8,Motorola,Chegará grátis amanhã,40,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=isJ95G4muTCWgOqoPXzVD4UPoxn8YjEt3UiOglyCpSh5AeS8NZdDpeM6UBPLqANx%2FPOZ8AcxYDvDgQl3NRNMlLt1%2FL10xdD9dabi%2B1QdU3lqJ2JZVtB3C1iRl3FezjuEI%2B2B1zm62%2BA%2BjUvWHJwg0Wm1K5s4rDf12XqTkd5YKNLtal%2FG6GbWxfMVeus%2FCU%2B3%2F86Pmoi0X6d8KK8zM6OMRzlUefh4YCdl%2FTgBPd5DK99uodkaxnW0kyrM0Cl4%2BdXfjSgnn8XoA3LF1YOjlmj%2F7WD9GMpyOexihtsTAghZnmQ5h4i7ErJnIg8Lt0VQ9nMJvMlkR9ewztw5HyBLn0Qf1TASwK0pfAfiRYNG6W%2FU7hVMM%2FhXBMod5Ay9pFhrNX4kSwam%2B176x9XD33SMhElDFAQFpwAU8oLkNATfA5l29DQvafqjejDjg%2BQ4vyCc1wXkFUifwkn0JD3DLWs4in2l2pyuwjcgx2hCxy2FOBZkmhSiRIuWpoKKOKh8DiE2Y5H3nyGwo%2B0aKgb51St6aYTuFL3nflMH%2BtFcinJUdNiTHzvKad%2FgJWwB9uIWKFbdfxm8pFcrwH2VyLtHRwmhlw55aeTMpaozVbdsos%2F9erhGDeLKkHpwtzG2FHB2V3e5Ta1mkM5O6V1qAHe367vPTe9y4gW3HQHLlnS6Ehzwj%2BWZ2dp%2FO65nb3CuAbh1TRi3%2B5FXCVBRB8HjRXoQLIgHRF%2FJjkLC80p%2BEBUPRwdX%2FxXoBvgqH%2FMnKWR5Awu%2B1D93qQA0%2FriQFvCJFtjiPWrNO%2BlnRfO3c7%2FJX%2F76VfNoEQXqGXWl0%2Fy7em%2FFXbkwfp6hhHwMIBi9kePLFXEL1NHehoLMZDJAYRxKTD%2F6Jo64cnjJonAPdVa8Taa4dyN1T77RY2T23gZ57ZbLNGUr25WmStyuev4niIab2AqV1OMKwhGWkRfaDKZnsIw2BQw%2FcLKK9E6CLmUfjH7Ucf7zZi%2BQ7XLN%2BPxvz3c%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB44665542&backend_model=search-backend&search_layout=grid&position=3&type=pad&tracking_id=189b095f-017b-4f7b-a5e7-8ff0a540fbf7&wid=MLB5237351728&sid=search,1,1,500-1k,24.4
"Smartphone Motorola Moto G86 5g - 256gb 24gb (8gb Ram+16gb Ram Boost) Tela 1.5k Poled, 50mp Sony Camera Ois Moto Ai, Videos Em 4k, Ip68 + Ip69 - Vermelho",1792,2399.0,4.9,Motorola,Chegará grátis amanhã,25,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=jeMyaOdcHIGnkysvJd%2BnpFOwrhDLSL3kMu9rMs0zuD9xASEiqGPPkhmsEY87UuAbsVY04aMdp%2BfKa0RgPL2rlIlPJVWVW8TIIPzk58Le6Or75OqqNm2uyvEDHWyptM%2BTM%2F9oCcHZB4ac4e4YY1Iar03l1VY5%2FQkubzYgMe5hnsjwc1G38irnLLOjyL59RGY%2Fgw9%2F0VtiYDTtWbBbLv%2BFHm%2Fx6r6Tqxsf5fPRb%2FAMT3qQj4D3YyD%2Bin4FMdVNrtKIj5ck%2FUy1RWKh8TtHXUivafVQj%2FSHRyuT%2F1Fkn%2BUzzLuznYUKiEq47mP465pSZRT2%2Bwq%2BaUVuWbYs8PhrpNGabUqzJdAyqiyv0N9Sltkq3%2FeTMUOOVspfOpMe4VQt4DQm8t2LvZdOtz9c3Mi35IZesQ8zK0p1bv1MGUCyZWjewmaOCsUK6olEDtoHNP6uj2vrl0%2FBeo7YxguWzP7Z%2Fv4FsRRY10T0a9cgyyCZ0qUfB0tJacZ%2BYI152o%2B3PchTqqo3mMH7vqWB6%2BpL8%2BYziT9cfwIHwmDGyL4nC47IsUqyU7inbAowslqs%2F%2BEG3z5jzRljPfXCzP5Gd3O3%2Fx1yFSDXMbXNQSeR3qSpX4e%2F7a%2FQqNJN%2BJTPu8GAWAmjogd534rnAbnIKeXEtjR0m%2FfzJGispRx9Lxa7vFSx7zx9Z4Iuf2zYGiuGwvZYltT9988LKtus%2F0nJxBX77E%2FK22lZdrjZMambYBWEkifc5cvr%2BFRBFIhMrfQXgU2BNQHdxiDvYfOxA97%2B3zJ0OCin9NkcMogLkFRN0LB8NG8Ed%2B1EX0lQCFDoivdGDqPKVlERR7%2F8WW2W9YZ6kkwrtAqCcDTtc92NGmgY9D62UTVLXi%2F2vbF7e5hj6JIkqVAiOT5ss3ObXtQXCHr%2Flh6YFRj%2BZBj6lzL%2FSVH0ngpOy9IDqM84A5r8PZydlKLrYIN8lWt%2FyfgeHKwLYjuzUtozjSwt5wKSx3ePyr5gvc1qbqKl1OYi27i%2BCoOXy4QSbwGSTedH5x15baBfwx6%2BiNID5KEOuRtU%2FrO%2BZ0pRABqZmzUjL0VK9Vi%2Flsticw%3D%3D#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB51340616&backend_model=search-backend&search_layout=grid&position=4&type=pad&tracking_id=189b095f-017b-4f7b-a5e7-8ff0a540fbf7&wid=MLB5462013472&sid=search,1,1,1k-2k,19.95
Celular Samsung Galaxy A56 5g 256gb 8gb Ram Cinza,1998,3699.0,4.9,Samsung,Chegará grátis amanhã,46,https://www.mercadolivre.com.br/celular-samsung-galaxy-a56-5g-256gb-8gb-ram-cinza/p/MLB47114363#polycard_client=search-desktop&search_layout=grid&position=5&type=product&tracking_id=189b095f-017b-4f7b-a5e7-8ff0a540fbf7&wid=MLB5317821714&sid=search,1,1,1k-2k,26.25
